Brand,Model,Year,Power,Engine,Mileage,count
Ford,Figo,2010,70.0,1196.0,15.6,8
Ford,Figo,2011,68.0,1399.0,20.0,10
Ford,Figo,2011,70.0,1196.0,15.6,5
Ford,Figo,2011,68.05,1399.0,20.0,1
Ford,Figo,2012,68.0,1399.0,20.0,9
Ford,Figo,2012,68.05,1399.0,20.0,5
Ford,Figo,2012,70.02,1196.0,15.6,1
Ford,Figo,2012,70.0,1196.0,15.6,1
Ford,Figo,2012,68.0,1399.0,18.5,1
Ford,Figo,2013,68.0,1399.0,20.0,4
Ford,Figo,2013,68.05,1399.0,20.0,4
Ford,Figo,2013,70.0,1196.0,15.6,2
Ford,Figo,2013,68.1,1399.0,20.0,1
Ford,Figo,2014,68.05,1399.0,20.0,6
Ford,Figo,2014,68.0,1399.0,20.0,2
Ford,Figo,2014,70.02,1196.0,15.6,2
Ford,Figo,2015,99.0,1498.0,25.83,3
Ford,Figo,2015,68.05,1399.0,20.0,3
Ford,Figo,2015,68.0,1399.0,20.0,2
Ford,Figo,2015,110.5,1499.0,17.01,1
Ford,Figo,2015,99.0,1498.0,25.5,1
Ford,Figo,2015,99.0,1498.0,20.0,1
Ford,Figo,2015,86.8,1196.0,18.16,1
Ford,Figo,2015,70.0,1196.0,15.6,1
Ford,Figo,2016,99.0,1498.0,25.83,7
Ford,Figo,2016,86.8,1196.0,18.16,4
Ford,Figo,2017,86.8,1196.0,18.16,7
Ford,Figo,2017,99.0,1498.0,25.83,2
Ford,Figo,2017,110.4,1499.0,17.01,1
Ford,Figo,2018,86.8,1196.0,18.16,3
Ford,Figo,2019,86.8,1196.0,18.12,1
Ford,Freestyle,2007,94.68,1194.0,19.0,1
Ford,Freestyle,2018,94.68,1194.0,19.0,2
Ford,Freestyle,2018,98.63,1498.0,24.4,1
Ford,Fusion,2008,68.0,1399.0,17.7,1
Ford,Ikon,2002,70.0,1299.0,13.8,1
Ford,Ikon,2003,92.0,1597.0,14.2,1
Ford,Ikon,2004,70.0,1299.0,13.8,1
Ford,Ikon,2004,92.0,1597.0,14.2,1
Ford,Ikon,2005,68.0,1399.0,13.8,1
Ford,Ikon,2005,70.0,1299.0,13.8,1
Ford,Ikon,2006,70.0,1299.0,13.8,3
Ford,Ikon,2007,70.0,1299.0,13.8,3
Ford,Ikon,2008,70.0,1299.0,13.8,1
Ford,Ikon,2009,68.0,1399.0,13.8,2
Ford,Ikon,2009,70.0,1299.0,13.8,1
Ford,Ikon,2010,68.0,1399.0,13.8,2
Ford,Mustang,2018,395.0,4951.0,13.0,1
Honda,Accord,2005,142.0,2354.0,11.1,1
Honda,Accord,2006,218.0,2997.0,9.0,1
Honda,Accord,2007,142.0,2354.0,11.1,2
Honda,Accord,2007,144.0,2354.0,11.9,2
Honda,Accord,2008,177.6,2354.0,11.7,3
Honda,Accord,2008,180.0,2354.0,10.2,1
Honda,Accord,2009,142.0,2354.0,11.1,2
Honda,Accord,2009,177.6,2354.0,11.7,2
Honda,Accord,2009,180.0,2354.0,9.8,2
Honda,Accord,2009,177.6,2354.0,12.8,1
Honda,Accord,2010,180.0,2354.0,10.2,3
Honda,Accord,2010,142.0,2354.0,11.1,2
Honda,Accord,2010,177.6,2354.0,12.8,1
Honda,Accord,2011,177.6,2354.0,11.7,6
Honda,Accord,2011,180.0,2354.0,10.2,1
Honda,Accord,2011,177.6,2354.0,12.8,1
Honda,Accord,2012,177.6,2354.0,12.8,3
Honda,Accord,2012,180.0,2354.0,9.8,1
Honda,Amaze,2013,98.6,1498.0,25.8,18
Honda,Amaze,2013,86.7,1198.0,18.0,8
Honda,Amaze,2013,98.6,1498.0,27.4,2
Honda,Amaze,2013,88.76,1199.0,19.5,1
Honda,Amaze,2013,86.7,1198.0,17.8,1
Honda,Amaze,2014,98.6,1498.0,25.8,19
Honda,Amaze,2014,86.7,1198.0,18.0,9
Honda,Amaze,2014,86.7,1198.0,15.5,6
Honda,Amaze,2014,86.7,1198.0,17.8,2
Honda,Amaze,2014,88.76,1199.0,19.5,1
Honda,Amaze,2014,86.76,1199.0,19.5,1
Honda,Amaze,2015,86.7,1198.0,18.0,13
Honda,Amaze,2015,98.6,1498.0,25.8,13
Honda,Amaze,2015,98.6,1498.0,27.4,1
Honda,Amaze,2015,86.7,1198.0,15.5,1
Honda,Amaze,2016,98.6,1498.0,25.8,9
Honda,Amaze,2016,86.7,1198.0,18.0,5
Honda,Amaze,2016,86.7,1198.0,17.8,3
Honda,Amaze,2016,88.76,1199.0,19.5,1
Honda,Amaze,2016,86.76,1199.0,19.5,1
Honda,Amaze,2016,86.7,1198.0,15.5,1
Honda,Amaze,2017,86.7,1198.0,18.0,3
Honda,Amaze,2017,98.6,1498.0,25.8,1
Honda,Amaze,2017,88.7,1199.0,18.1,1
Honda,Amaze,2017,86.7,1198.0,17.8,1
Honda,Amaze,2018,98.6,1498.0,27.4,1
Honda,Amaze,2018,88.76,1199.0,19.0,1
Honda,Amaze,2018,86.76,1199.0,19.5,1
Honda,Amaze,2019,86.7,1198.0,17.8,1
Honda,Amaze,2019,88.76,1199.0,19.0,1
Honda,BR-V,2016,117.3,1497.0,15.4,1
Honda,BR-V,2017,98.6,1498.0,21.9,2
Honda,BR-V,2017,117.3,1497.0,15.4,2
Honda,BRV,2016,98.6,1498.0,21.9,1
Honda,BRV,2016,117.3,1497.0,15.4,1
Honda,BRV,2017,117.3,1497.0,16.0,5
Honda,BRV,2017,98.6,1498.0,21.9,1
Honda,Brio,2011,86.8,1198.0,19.4,1
Honda,Brio,2011,86.8,1198.0,18.5,1
Honda,Brio,2012,86.8,1198.0,19.4,10
Honda,Brio,2012,86.8,1198.0,18.4,4
Honda,Brio,2012,86.8,1198.0,18.5,4
Honda,Brio,2012,86.8,1198.0,16.5,1
Honda,Brio,2013,86.8,1198.0,19.4,20
Honda,Brio,2013,86.8,1198.0,16.5,2
Honda,Brio,2013,86.8,1198.0,18.4,2
Honda,Brio,2013,86.8,1198.0,18.5,2
Honda,Brio,2014,86.8,1198.0,19.4,9
Honda,Brio,2014,86.8,1198.0,16.5,6
Honda,Brio,2014,86.8,1198.0,18.5,2
Honda,Brio,2015,86.8,1198.0,19.4,7
Honda,Brio,2015,86.8,1198.0,18.5,1
Honda,Brio,2016,86.8,1198.0,19.4,4
Honda,Brio,2016,86.8,1198.0,16.5,3
Honda,Brio,2017,86.8,1198.0,16.5,1
Honda,CR-V,2004,187.4,2354.0,12.0,1
Honda,CR-V,2004,152.0,1997.0,14.4,1
Honda,CR-V,2005,152.0,2354.0,10.1,1
Honda,CR-V,2006,152.0,2354.0,10.1,2
Honda,CR-V,2007,152.0,2354.0,10.8,2
Honda,CR-V,2007,158.8,2354.0,11.1,1
Honda,CR-V,2007,152.0,2354.0,10.1,1
Honda,CR-V,2007,141.1,1997.0,13.1,1
Honda,CR-V,2008,141.1,1997.0,13.1,2
Honda,CR-V,2008,158.8,2354.0,11.1,1
Honda,CR-V,2008,152.0,2354.0,10.8,1
Honda,CR-V,2008,152.0,2354.0,10.1,1
Honda,CR-V,2010,152.0,2354.0,10.1,2
Honda,CR-V,2010,152.0,2354.0,10.8,1
Honda,CR-V,2011,153.86,1997.0,13.7,1
Honda,CR-V,2011,152.0,2354.0,10.1,1
Honda,CR-V,2013,187.4,2354.0,12.0,1
Honda,CR-V,2014,153.86,1997.0,13.7,2
Honda,CR-V,2014,152.0,2354.0,10.1,1
Honda,CR-V,2014,141.1,1997.0,13.1,1
Honda,CR-V,2015,158.8,2354.0,11.1,1
Honda,CR-V,2015,153.86,1997.0,13.7,1
Honda,CR-V,2015,152.0,2354.0,10.1,1
Honda,CR-V,2016,148.0,2000.0,18.0,1
Honda,CR-V,2017,141.1,1997.0,13.1,1
Honda,City,1999,90.0,1343.0,13.0,1
Honda,City,2001,100.0,1493.0,13.0,1
Honda,City,2002,90.0,1343.0,13.0,1
Honda,City,2004,90.0,1343.0,13.0,1
Honda,City,2004,100.0,1493.0,13.0,1
Honda,City,2005,100.0,1493.0,13.0,3
Honda,City,2005,100.0,1493.0,12.8,1
Honda,City,2005,78.0,1497.0,17.7,1
Honda,City,2005,78.0,1497.0,16.4,1
Honda,City,2006,100.0,1497.0,16.9,3
Honda,City,2006,100.0,1493.0,12.0,1
Honda,City,2006,78.0,1497.0,17.7,1
Honda,City,2006,78.0,1497.0,16.4,1
Honda,City,2007,78.0,1497.0,17.7,3
Honda,City,2007,78.0,1497.0,16.4,2
Honda,City,2007,100.0,1497.0,16.9,1
Honda,City,2007,100.0,1493.0,12.8,1
Honda,City,2008,78.0,1497.0,17.7,7
Honda,City,2008,118.0,1497.0,17.0,1
Honda,City,2008,118.0,1497.0,16.8,1
Honda,City,2008,78.0,1497.0,16.4,1
Honda,City,2009,118.0,1497.0,17.0,18
Honda,City,2009,118.0,1497.0,16.8,1
Honda,City,2009,117.3,1497.0,17.8,1
Honda,City,2009,116.4,1497.0,16.8,1
Honda,City,2009,100.0,1497.0,16.9,1
Honda,City,2009,78.0,1497.0,17.7,1
Honda,City,2010,118.0,1497.0,17.0,15
Honda,City,2010,118.0,1497.0,16.8,4
Honda,City,2010,117.3,1497.0,17.4,2
Honda,City,2010,116.3,1497.0,16.8,1
Honda,City,2011,118.0,1497.0,17.0,25
Honda,City,2011,116.3,1497.0,16.8,4
Honda,City,2011,118.0,1497.0,16.8,3
Honda,City,2011,117.3,1497.0,17.4,3
Honda,City,2011,90.0,1343.0,13.0,1
Honda,City,2012,118.0,1497.0,17.0,15
Honda,City,2012,116.3,1497.0,16.8,7
Honda,City,2012,116.3,1497.0,15.6,2
Honda,City,2012,118.0,1497.0,16.8,1
Honda,City,2012,117.3,1497.0,17.4,1
Honda,City,2012,116.4,1497.0,16.8,1
Honda,City,2013,118.0,1497.0,17.0,5
Honda,City,2013,116.3,1497.0,16.8,4
Honda,City,2013,118.0,1497.0,16.8,1
Honda,City,2013,117.3,1497.0,17.4,1
Honda,City,2013,116.3,1497.0,15.6,1
Honda,City,2013,100.0,1493.0,13.0,1
Honda,City,2014,98.6,1498.0,26.0,14
Honda,City,2014,117.3,1497.0,17.4,13
Honda,City,2014,98.6,1498.0,25.1,8
Honda,City,2014,118.0,1497.0,17.0,5
Honda,City,2014,116.3,1497.0,16.8,4
Honda,City,2014,118.0,1497.0,16.8,2
Honda,City,2014,117.3,1497.0,18.0,1
Honda,City,2014,117.3,1497.0,17.8,1
Honda,City,2014,116.3,1497.0,15.6,1
Honda,City,2014,98.6,1498.0,25.6,1
Honda,City,2015,117.3,1497.0,18.0,10
Honda,City,2015,117.3,1497.0,17.8,7
Honda,City,2015,117.3,1497.0,17.4,7
Honda,City,2015,98.6,1498.0,26.0,6
Honda,City,2015,98.6,1498.0,25.1,3
Honda,City,2015,98.6,1498.0,25.6,2
Honda,City,2015,118.0,1497.0,17.0,1
Honda,City,2015,118.0,1497.0,16.8,1
Honda,City,2015,116.3,1497.0,16.8,1
Honda,City,2015,116.3,1497.0,15.6,1
Honda,City,2016,117.3,1497.0,17.8,10
Honda,City,2016,98.6,1498.0,26.0,8
Honda,City,2016,117.3,1497.0,18.0,6
Honda,City,2016,118.0,1497.0,17.0,3
Honda,City,2016,117.3,1497.0,17.4,2
Honda,City,2016,118.0,1497.0,16.8,1
Honda,City,2016,116.3,1497.0,16.8,1
Honda,City,2016,98.6,1498.0,25.1,1
Honda,City,2017,98.6,1498.0,26.0,6
Honda,City,2017,117.3,1497.0,18.0,6
Honda,City,2017,117.3,1497.0,17.4,4
Honda,City,2017,117.3,1497.0,17.8,4
Honda,City,2017,98.6,1498.0,25.6,2
Honda,City,2017,98.6,1498.0,25.1,2
Honda,City,2018,117.3,1497.0,18.0,5
Honda,City,2018,117.3,1497.0,17.4,3
Honda,City,2018,117.3,1497.0,17.8,1
Honda,City,2018,116.3,1497.0,16.8,1
Honda,City,2018,98.6,1498.0,26.0,1
Honda,City,2019,117.3,1497.0,18.0,1
Honda,City,2019,117.3,1497.0,17.4,1
Honda,City,2019,116.3,1497.0,16.8,1
Honda,Civic,2006,130.0,1799.0,13.5,2
Honda,Civic,2007,130.0,1799.0,13.5,4
Honda,Civic,2007,130.0,1799.0,12.9,2
Honda,Civic,2008,130.0,1799.0,13.5,7
Honda,Civic,2008,130.0,1799.0,12.9,3
Honda,Civic,2009,130.0,1799.0,13.5,5
Honda,Civic,2009,130.2,1799.0,13.9,1
Honda,Civic,2010,130.2,1799.0,14.8,3
Honda,Civic,2010,130.0,1799.0,13.5,2
Honda,Civic,2011,130.0,1799.0,12.9,3
Honda,Civic,2011,130.3,1799.0,13.9,2
Honda,Civic,2011,132.0,1799.0,15.5,1
Honda,Civic,2011,130.2,1799.0,14.8,1
Honda,Civic,2012,130.2,1799.0,14.8,2
Honda,Civic,2012,130.0,1799.0,13.5,1
Honda,Jazz,2010,90.0,1198.0,16.0,4
Honda,Jazz,2010,88.8,1198.0,16.7,1
Honda,Jazz,2011,90.0,1198.0,16.0,1
Honda,Jazz,2011,88.7,1199.0,18.2,1
Honda,Jazz,2015,88.7,1199.0,18.7,6
Honda,Jazz,2015,98.6,1498.0,27.3,5
Honda,Jazz,2015,88.7,1199.0,19.0,4
Honda,Jazz,2015,88.7,1199.0,18.2,2
Honda,Jazz,2016,98.6,1498.0,27.3,11
Honda,Jazz,2016,88.7,1199.0,18.7,9
Honda,Jazz,2016,88.7,1199.0,19.0,3
Honda,Jazz,2016,88.7,1199.0,18.2,1
Honda,Jazz,2017,88.7,1199.0,18.7,4
Honda,Jazz,2017,98.6,1498.0,27.3,3
Honda,Jazz,2017,88.7,1199.0,19.0,2
Honda,Jazz,2017,88.7,1199.0,18.2,2
Honda,Jazz,2018,88.7,1199.0,19.0,4
Honda,Jazz,2018,88.7,1199.0,18.7,2
Honda,Jazz,2018,88.7,1199.0,18.2,1
Honda,Jazz,2019,88.7,1199.0,19.0,2
Honda,Jazz,2019,88.7,1199.0,18.7,1
Honda,Mobilio,2014,98.6,1498.0,24.2,5
Honda,Mobilio,2014,117.3,1497.0,17.3,2
Honda,Mobilio,2014,98.6,1498.0,24.5,1
Honda,Mobilio,2015,98.6,1498.0,24.2,6
Honda,Mobilio,2015,117.3,1497.0,17.3,4
Honda,Mobilio,2015,98.6,1498.0,24.5,3
Honda,Mobilio,2016,98.6,1498.0,24.5,1
Honda,Mobilio,2017,98.6,1498.0,24.2,1
Honda,Mobilio,2018,117.3,1497.0,17.3,1
Honda,WR-V,2019,88.7,1199.0,17.5,1
Honda,WRV,2017,88.7,1199.0,17.5,2
Honda,WRV,2018,88.7,1199.0,17.5,2
Honda,WRV,2019,98.6,1498.0,25.5,1
Hyundai,Accent,2001,94.0,1495.0,13.2,1
Hyundai,Accent,2004,94.0,1495.0,13.2,1
Hyundai,Accent,2004,94.0,1599.0,14.4,1
Hyundai,Accent,2005,94.0,1495.0,13.2,4
Hyundai,Accent,2005,82.0,1493.0,13.1,2
Hyundai,Accent,2006,82.0,1493.0,13.1,1
Hyundai,Accent,2007,94.0,1495.0,13.2,1
Hyundai,Accent,2008,94.0,1495.0,13.2,4
Hyundai,Accent,2009,94.0,1495.0,13.2,3
Hyundai,Accent,2010,93.7,1495.0,13.2,2
Hyundai,Accent,2010,94.0,1495.0,13.2,2
Hyundai,Accent,2010,93.7,1495.0,16.36,1
Hyundai,Accent,2012,94.0,1495.0,13.2,1
Hyundai,Creta,2015,126.2,1582.0,19.67,13
Hyundai,Creta,2015,121.3,1591.0,15.29,4
Hyundai,Creta,2015,88.7,1396.0,21.38,3
Hyundai,Creta,2015,126.2,1582.0,17.01,2
Hyundai,Creta,2015,126.2,1582.0,17.6,1
Hyundai,Creta,2016,126.2,1582.0,19.67,16
Hyundai,Creta,2016,121.3,1591.0,15.29,7
Hyundai,Creta,2016,126.2,1582.0,17.01,7
Hyundai,Creta,2016,121.3,1591.0,15.8,5
Hyundai,Creta,2016,121.3,1591.0,13.0,3
Hyundai,Creta,2016,88.7,1396.0,21.38,2
Hyundai,Creta,2016,126.2,1582.0,20.5,2
Hyundai,Creta,2016,126.2,1582.0,17.6,1
Hyundai,Creta,2017,126.2,1582.0,19.67,14
Hyundai,Creta,2017,121.3,1591.0,15.29,9
Hyundai,Creta,2017,126.2,1582.0,17.01,4
Hyundai,Creta,2017,121.3,1591.0,13.0,3
Hyundai,Creta,2017,126.2,1582.0,20.5,1
Hyundai,Creta,2017,121.3,1591.0,15.8,1
Hyundai,Creta,2017,88.7,1396.0,21.38,1
Hyundai,Creta,2018,121.3,1591.0,13.0,5
Hyundai,Creta,2018,121.3,1591.0,15.8,4
Hyundai,Creta,2018,126.2,1582.0,20.5,1
Hyundai,Creta,2018,126.2,1582.0,19.67,1
Hyundai,Creta,2018,126.2,1582.0,17.6,1
Hyundai,Creta,2018,121.3,1591.0,15.29,1
Hyundai,Creta,2018,121.3,1591.0,14.8,1
Hyundai,Creta,2018,88.7,1396.0,22.1,1
Hyundai,Creta,2018,88.7,1396.0,21.38,1
Hyundai,Creta,2019,126.2,1582.0,20.5,1
Hyundai,Creta,2019,126.2,1582.0,19.67,1
Hyundai,Creta,2019,121.3,1591.0,15.29,1
Hyundai,EON,2011,55.2,814.0,21.1,2
Hyundai,EON,2012,55.2,814.0,21.1,5
Hyundai,EON,2012,55.0,814.0,22.0,1
Hyundai,EON,2013,55.2,814.0,21.1,15
Hyundai,EON,2014,55.2,814.0,21.1,7
Hyundai,EON,2014,68.05,998.0,20.3,1
Hyundai,EON,2014,55.0,814.0,22.0,1
Hyundai,EON,2015,55.2,814.0,21.1,18
Hyundai,EON,2015,68.05,998.0,20.3,1
Hyundai,EON,2015,55.0,814.0,22.0,1
Hyundai,EON,2016,55.2,814.0,21.1,10
Hyundai,EON,2016,68.05,998.0,20.3,2
Hyundai,EON,2016,55.0,814.0,22.0,1
Hyundai,EON,2017,55.2,814.0,21.1,9
Hyundai,EON,2017,68.05,998.0,20.3,1
Hyundai,EON,2018,55.2,814.0,21.1,3
Hyundai,EON,2019,55.2,814.0,21.1,1
Hyundai,Elantra,2006,127.0,1795.0,13.0,1
Hyundai,Elantra,2006,112.2,1991.0,14.9,1
Hyundai,Elantra,2008,112.2,1991.0,14.9,1
Hyundai,Elantra,2012,126.24,1582.0,22.7,3
Hyundai,Elantra,2013,126.24,1582.0,22.7,3
Hyundai,Elantra,2013,126.2,1582.0,22.54,2
Hyundai,Elantra,2013,126.24,1582.0,19.5,2
Hyundai,Elantra,2013,126.2,1582.0,22.7,1
Hyundai,Elantra,2013,147.5,1797.0,16.3,1
Hyundai,Elantra,2014,126.24,1582.0,22.7,2
Hyundai,Elantra,2014,126.2,1582.0,18.23,1
Hyundai,Elantra,2014,149.92,1999.0,14.62,1
Hyundai,Elantra,2014,147.5,1797.0,16.3,1
Hyundai,Elantra,2015,149.92,1999.0,14.62,1
Hyundai,Elantra,2015,126.24,1582.0,22.7,1
Hyundai,Elantra,2015,126.2,1582.0,22.7,1
Hyundai,Elantra,2016,149.92,1999.0,14.62,1
Hyundai,Elantra,2016,147.4,1797.0,14.5,1
Hyundai,Elantra,2016,126.24,1582.0,19.5,1
Hyundai,Elantra,2016,126.2,1582.0,22.7,1
Hyundai,Elantra,2017,149.92,1999.0,14.62,1
Hyundai,Elantra,2017,147.4,1797.0,14.5,1
Hyundai,Elantra,2018,149.92,1999.0,14.62,1
Hyundai,Elantra,2018,126.2,1582.0,22.7,1
Hyundai,Elantra,2019,126.2,1582.0,22.7,1
Hyundai,Elite,2015,81.86,1197.0,18.6,2
Hyundai,Elite,2016,81.86,1197.0,18.6,6
Hyundai,Elite,2017,81.86,1197.0,18.6,3
Hyundai,Elite,2018,81.86,1197.0,18.6,5
Hyundai,Elite,2018,88.76,1396.0,22.54,1
Hyundai,Elite,2019,81.86,1197.0,18.6,1
Hyundai,Getz,2005,83.0,1341.0,15.3,2
Hyundai,Getz,2005,61.0,1341.0,15.3,2
Hyundai,Getz,2005,83.0,1341.0,16.8,1
Hyundai,Getz,2006,83.0,1341.0,15.3,2
Hyundai,Getz,2007,83.0,1341.0,15.3,2
Hyundai,Getz,2007,82.9,1341.0,14.2,1
Hyundai,Getz,2009,110.0,1493.0,17.1,1
Hyundai,Getz,2009,83.0,1341.0,15.3,1
Hyundai,Grand,2010,81.86,1197.0,18.9,1
Hyundai,Grand,2013,82.0,1197.0,18.9,4
Hyundai,Grand,2013,70.0,1120.0,24.0,3
Hyundai,Grand,2013,81.86,1197.0,18.9,1
Hyundai,Grand,2014,70.0,1120.0,24.0,14
Hyundai,Grand,2014,82.0,1197.0,18.9,14
Hyundai,Grand,2014,81.86,1197.0,18.9,2
Hyundai,Grand,2014,73.97,1186.0,24.0,1
Hyundai,Grand,2015,82.0,1197.0,18.9,26
Hyundai,Grand,2015,70.0,1120.0,24.0,6
Hyundai,Grand,2015,81.86,1197.0,18.9,3
Hyundai,Grand,2015,73.97,1186.0,24.0,2
Hyundai,Grand,2016,82.0,1197.0,18.9,26
Hyundai,Grand,2016,70.0,1120.0,24.0,7
Hyundai,Grand,2016,81.86,1197.0,18.9,4
Hyundai,Grand,2017,82.0,1197.0,18.9,19
Hyundai,Grand,2017,81.86,1197.0,18.9,12
Hyundai,Grand,2017,73.97,1186.0,24.0,4
Hyundai,Grand,2017,70.0,1120.0,24.0,4
Hyundai,Grand,2018,81.86,1197.0,18.9,13
Hyundai,Grand,2018,82.0,1197.0,18.9,3
Hyundai,Grand,2018,73.97,1186.0,24.0,3
Hyundai,Grand,2018,70.0,1120.0,24.0,1
Hyundai,Grand,2019,81.86,1197.0,18.9,5
Hyundai,Grand,2019,73.97,1186.0,24.0,1
Hyundai,Santa,2011,194.3,2199.0,14.66,1
Hyundai,Santa,2011,194.3,2199.0,11.72,1
Hyundai,Santa,2012,194.3,2199.0,13.01,1
Hyundai,Santa,2012,194.3,2199.0,11.72,1
Hyundai,Santa,2012,194.3,2199.0,14.66,1
Hyundai,Santa,2013,194.3,2199.0,14.66,3
Hyundai,Santa,2014,194.3,2199.0,13.01,3
Hyundai,Santa,2014,194.3,2199.0,11.72,1
Hyundai,Santa,2015,194.3,2199.0,13.01,2
Hyundai,Santa,2016,194.3,2199.0,13.01,2
Hyundai,Santa,2016,194.3,2199.0,11.72,1
Hyundai,Santro,2001,68.0,1086.0,20.3,1
Hyundai,Santro,2002,62.153023809523816,999.0,17.0,2
Hyundai,Santro,2002,62.153023809523816,1086.0,17.0,2
Hyundai,Santro,2004,62.153023809523816,1086.0,17.0,2
Hyundai,Santro,2005,62.153023809523816,1086.0,17.0,6
Hyundai,Santro,2005,62.153023809523816,999.0,17.0,2
Hyundai,Santro,2006,62.153023809523816,1086.0,17.0,7
Hyundai,Santro,2006,62.153023809523816,999.0,17.0,1
Hyundai,Santro,2007,62.05,1086.0,17.0,17
Hyundai,Santro,2007,62.1,1086.0,17.92,1
Hyundai,Santro,2007,62.05,999.0,17.0,1
Hyundai,Santro,2007,62.0,1086.0,17.0,1
Hyundai,Santro,2008,62.1,1086.0,17.92,6
Hyundai,Santro,2008,62.06666666666667,1086.0,17.0,3
Hyundai,Santro,2008,62.0,1086.0,17.0,3
Hyundai,Santro,2009,62.1,1086.0,17.92,5
Hyundai,Santro,2009,62.083333333333336,999.0,17.0,1
Hyundai,Santro,2009,62.0,1086.0,17.0,1
Hyundai,Santro,2010,62.1,1086.0,17.92,3
Hyundai,Santro,2010,62.1,1086.0,13.45,1
Hyundai,Santro,2010,62.0,1086.0,17.0,1
Hyundai,Santro,2011,62.1,1086.0,17.92,1
Hyundai,Santro,2011,62.1,1086.0,13.45,1
Hyundai,Santro,2011,62.1,1086.0,11.88,1
Hyundai,Santro,2011,62.075,1086.0,17.0,1
Hyundai,Santro,2011,62.075,999.0,17.0,1
Hyundai,Santro,2011,62.0,1086.0,17.0,1
Hyundai,Santro,2012,62.1,1086.0,17.92,4
Hyundai,Santro,2012,62.08,1086.0,17.0,1
Hyundai,Santro,2012,62.08,999.0,17.0,1
Hyundai,Santro,2012,62.0,1086.0,17.0,1
Hyundai,Santro,2013,62.1,1086.0,17.92,2
Hyundai,Santro,2013,62.0,1086.0,17.0,1
Hyundai,Santro,2014,62.1,1086.0,17.92,2
Hyundai,Santro,2014,62.1,1086.0,13.45,1
Hyundai,Santro,2014,62.0,1086.0,17.0,1
Hyundai,Santro,2015,62.1,1086.0,17.92,1
Hyundai,Sonata,2003,134.0,1997.0,11.7,1
Hyundai,Sonata,2006,165.0,2359.0,13.2,1
Hyundai,Sonata,2008,142.0,1991.0,13.6,1
Hyundai,Sonata,2009,142.0,1991.0,13.6,1
Hyundai,Sonata,2009,142.0,1991.0,11.4,1
Hyundai,Sonata,2012,198.25,2359.0,12.37,1
Hyundai,Sonata,2013,198.25,2359.0,12.37,1
Hyundai,Sonata,2013,134.0,2359.0,11.7,1
Hyundai,Sonata,2014,198.25,2359.0,13.44,1
Hyundai,Tucson,2006,112.0,1991.0,12.6,1
Hyundai,Tucson,2007,112.0,1991.0,12.6,1
Hyundai,Tucson,2016,152.88,1999.0,12.95,1
Hyundai,Tucson,2017,182.46,1995.0,16.38,1
Hyundai,Tucson,2018,183.0,1995.0,16.38,1
Hyundai,Verna,2006,110.0,1493.0,16.8,1
Hyundai,Verna,2007,110.0,1493.0,18.1,2
Hyundai,Verna,2007,103.2,1599.0,13.9,1
Hyundai,Verna,2008,126.2,1582.0,22.0,3
Hyundai,Verna,2008,110.0,1493.0,16.8,2
Hyundai,Verna,2008,110.0,1493.0,18.1,2
Hyundai,Verna,2008,103.2,1599.0,13.9,1
Hyundai,Verna,2008,88.76,1396.0,24.0,1
Hyundai,Verna,2009,103.2,1599.0,13.9,2
Hyundai,Verna,2009,110.0,1493.0,16.8,2
Hyundai,Verna,2009,110.0,1493.0,18.1,1
Hyundai,Verna,2010,103.2,1599.0,16.2,3
Hyundai,Verna,2010,110.0,1493.0,16.2,3
Hyundai,Verna,2010,110.0,1493.0,16.8,1
Hyundai,Verna,2011,121.3,1591.0,17.01,5
Hyundai,Verna,2011,126.32,1582.0,22.32,4
Hyundai,Verna,2011,103.2,1599.0,16.2,3
Hyundai,Verna,2011,110.0,1493.0,16.8,2
Hyundai,Verna,2011,126.3,1582.0,22.32,2
Hyundai,Verna,2011,126.32,1582.0,19.08,1
Hyundai,Verna,2011,121.3,1591.0,17.1,1
Hyundai,Verna,2011,110.0,1493.0,18.1,1
Hyundai,Verna,2012,126.32,1582.0,22.32,17
Hyundai,Verna,2012,126.32,1582.0,19.08,3
Hyundai,Verna,2012,121.3,1591.0,17.01,3
Hyundai,Verna,2012,126.3,1582.0,22.32,2
Hyundai,Verna,2012,88.7,1396.0,23.5,2
Hyundai,Verna,2012,121.3,1591.0,17.0,2
Hyundai,Verna,2012,121.4,1591.0,17.1,2
Hyundai,Verna,2012,126.2,1582.0,22.0,1
Hyundai,Verna,2012,121.3,1591.0,17.1,1
Hyundai,Verna,2012,110.0,1493.0,16.8,1
Hyundai,Verna,2012,88.7,1396.0,24.8,1
Hyundai,Verna,2013,121.3,1591.0,17.1,6
Hyundai,Verna,2013,126.32,1582.0,22.32,6
Hyundai,Verna,2013,126.3,1582.0,22.32,5
Hyundai,Verna,2013,121.3,1591.0,17.01,4
Hyundai,Verna,2013,126.2,1582.0,22.0,3
Hyundai,Verna,2013,110.0,1493.0,16.8,3
Hyundai,Verna,2013,121.4,1591.0,17.01,2
Hyundai,Verna,2013,121.3,1591.0,17.0,2
Hyundai,Verna,2013,126.32,1582.0,19.08,1
Hyundai,Verna,2013,121.4,1591.0,17.1,1
Hyundai,Verna,2013,88.7,1396.0,23.5,1
Hyundai,Verna,2014,126.32,1582.0,22.32,12
Hyundai,Verna,2014,121.3,1591.0,17.01,10
Hyundai,Verna,2014,121.3,1591.0,15.74,3
